concept_from_alex_street,count_unique_wiki_article_text_appeared_in,count_unique_wiki_article_title_appeared_in,count_unique_alexander_street_docs_appeared_in
billings,24922,1448,1
hostesses,24922,80,3
requisitions,24913,159,1
johns hopkins,24896,356,1
colonists,24877,974,2
diminution,24864,276,1
philadelphia pennsylvania,24857,360,2
acquainted,24826,20,2
new yorkers,24822,107,1
comparing,24821,2551,1
joliet,24819,1214,1
definitions,24808,656,1
sleeve,24786,665,1
delays,24780,791,1
george washington,24768,945,4
wouldnt,24765,987,15
adequate,24752,84,5
technicality,24745,9,1
disability,24744,996,2
bullets,24720,1806,2
admiring,24681,108,1
handful,24681,414,2
discourse,24662,379,3
gambling,24657,694,1
disperse,24647,4896,1
warnt,24643,3143,1
guatemala,24626,1589,3
advisability,24622,528,4
wmu,24610,1297,1
prediction,24604,4579,1
worthy,24593,3904,17
magistrate,24590,491,6
susanna,24564,1557,1
carnival,24559,5395,1
granddaughter,24547,18,1
parquet,24537,2030,1
niece,24527,2800,1
banger,24514,3819,1
liability,24510,1622,1
exploit,24499,1022,1
wagon,24476,4842,5
first one,24455,15,4
washing,24413,2850,4
expressing,24401,779,2
matriarch,24392,2971,1
inflexible,24374,270,1
exhausted,24336,115,5
capital city,24328,147,2
counselors,24295,312,1
limps,24291,992,1
roam,24283,42958,1
tolerance,24271,734,4
crusaders,24222,1541,1
orchards,24186,2844,1
amos,24185,3663,1
preeminently,24183,5,1
revolvers,24183,444,1
eclipse,24178,2385,1
j res,24177,824,1
murdering,24171,245,1
prophet,24167,1468,5
antagonists,24157,404,1
whites,24137,24118,12
bombay,24129,1170,1
deplore,24116,529,1
headwaiter,24112,153,1
barracks,24095,1115,2
giro,24088,10572,1
bliss,24078,1754,4
profound,24078,427,1
soloist,24067,359,1
caldwell,24027,1906,1
centenary,24024,536,2
state government,24005,190,2
magistrates,23959,442,2
orchard,23951,1329,2
south dakota,23949,3317,4
state college,23924,1233,3
rejoiced,23916,65,2
title ii,23898,14,1
north dakota,23879,3454,4
new work,23877,15,2
oaks,23838,1652,1
hurled,23835,3581,1
goines,23834,1366,1
stilts,23821,5609,1
illegitimacy,23817,93,2
affirmed,23799,33,2
newark,23797,1716,4
metropolis,23790,907,2
budding,23788,2173,1
consciously,23774,120,1
miriam,23757,1776,1
enrich,23754,2142,1
absolutely,23748,914,6
state department,23745,254,27
legitimate,23744,147,2
addressing,23744,291,2
guarantor,23731,304,3
masterpiece,23700,235,1
reptiles,23695,811,1
everywhere,23687,271,4
revising,23669,1139,1
breathing,23660,2098,1
west indies,23650,958,2
state legislatures,23633,546,22
either side,23619,0,2
mr william,23603,177,1
militancy,23585,12226,2
blacks,23567,26945,3
state legislature,23557,1001,12
sait,23556,43383,1
international conference,23547,423,11
interruption,23502,138,1
licensing,23499,399,1
incentive,23494,449,6
tragic,23482,1651,1
muzzle,23472,1052,1
emerson,23464,1577,1
miniature,23460,754,1
lafayette,23457,2239,2
reluctant,23445,110,1
average attendance,23438,0,1
beloved,23430,1739,3
would lead,23408,11,1
technically,23369,3286,1
apologize,23369,140,2
disadvantages,23364,43,1
overlooked,23364,138,2
minorities,23351,310,3
give us,23340,77,7
visitation,23331,481,1
outlook,23327,1127,3
ingredients,23326,107,1
smoking,23325,3441,1
genuine,23320,494,1
shades,23302,2030,3
motherhood,23302,819,18
reproduced,23301,219,2
pyramid,23276,1781,1
patriarchs,23271,3123,1
suppression,23260,518,5
likelihood,23250,137,1
look like,23217,225,1
groom,23203,4168,1
teens,23200,2091,1
baptized,23195,75,2
continuity,23182,578,2
american institute,23179,297,18
lydia,23178,1623,1
bobbed,23162,600,1
recorders,23149,13918,1
purchasing,23125,109,2
plenty,23122,1328,5
interfered,23118,152,1
melodies,23118,1099,2
hague,23106,1423,45
nearer,23101,2859,3
livelihood,23089,137,8
andes,23074,3511,2
readings,23073,3977,2
attainment,23070,223,7
fleck,23062,1110,1
refectory,23059,738,1
posters,23036,1783,2
jacksonville,23027,1243,2
south central,23014,330,1
covet,23013,5342,1
given us,23011,59,2
supplemented,23009,884,1
several months,23005,0,5
immorality,22984,340,7
hymn,22972,2782,5
ever since,22959,19,3
stationery,22959,293,2
fill us,22958,36,1
sevilla,22936,1373,1
georgetown,22904,1364,1
persecuted,22901,39,1
life work,22890,45,2
redoubled,22889,26,1
trout,22875,5371,1
upheld,22862,572,5
international relations,22859,513,10
nerve,22849,3425,2
conscious,22847,206,11
piazza,22843,1531,1
civil servants,22842,351,1
undesirable,22805,85,2
state authority,22804,40,1
inadequate,22802,55,3
standardized,22801,126,1
accompany,22801,27203,4
sovereignty,22770,1670,2
applicable,22735,39,1
beverages,22734,841,1
chocolate,22726,1541,1
accord,22713,909,4
disabilities,22705,261,15
santa barbara,22696,855,2
solving,22696,2298,4
missionaries,22694,248,6
vanished,22692,308,1
inactive,22671,4194,1
amelia,22668,1817,1
disadvantage,22668,43,8
cries,22658,3477,4
foreigner,22636,6309,16
convenes,22627,1741,1
differentiates,22621,68,3
chocolates,22620,1492,1
frightened,22619,56,2
regret,22601,1982,18
manners,22596,1448,5
th district,22582,1460,1
attended school,22579,6,2
salisbury,22573,1444,2
inheritance,22566,429,13
haf,22560,2388,1
verdict,22558,351,8
outrages,22558,525,3
confirmation,22554,217,4
unlimited,22541,6349,2
tek,22527,7877,1
consultation,22522,321,4
readily,22514,5572,2
paganism,22504,570,1
mckinley,22502,1174,1
outrage,22483,1152,3
peggy,22481,1296,1
jurists,22469,498,7
policeman,22464,230,1
deeds,22445,4164,10
foreigners,22438,183,8
plead,22437,2185,8
procure,22435,1370,1
first sight,22412,153,1
tablet,22411,8589,5
disloyal,22405,190,1
elected president,22389,1,5
forks,22388,14212,1
vatican,22369,994,1
prevent us,22359,2,1
softly,22358,437,1
depositors,22339,490,1
help us,22324,120,1
san francisco california,22323,279,1
medallions,22317,200,1
devotion,22316,1108,20
recommend,22313,92,24
vollaeys,22305,415,1
prosperity,22271,2404,7
dislike,22268,123,2
justify,22258,10284,6
standardize,22249,119,1
administrators,22247,939,3
segregation,22240,349,9
would get,22236,37,2
fanners,22235,1434,1
inspiring,22229,97,5
militants,22226,407,1
policemen,22222,178,1
disliked,22205,31,1
awaken,22196,989,1
militant,22183,12443,1
huntington,22168,1641,1
arabs,22152,5987,1
nowhere,22134,1015,1
inflicting,22128,35,1
huntingdon,22125,1367,1
rebuilding,22123,13504,1
secondary schools,22114,3451,4
students c,22114,31,1
acceptable,22111,232,3
caesar,22103,2904,1
taxation,22087,1147,3
millie,22060,4177,1
stock exchange,22039,672,1
intuition,22028,667,1
cancellation,22017,129,1
complained,22010,206,1
delicate,22001,854,2
school law,21988,701,1
subtle,21985,1690,1
careful,21970,680,11
meek,21958,2560,1
make use,21947,3,1
chilian,21941,1908,1
shade,21940,4549,2
madame,21938,1449,2
first week,21931,3,3
regents,21926,4789,1
last day,21907,295,4
insist,21906,3264,16
ethel,21904,2954,1
jesus christ,21886,885,4
disagree,21878,30,1
hadnt,21874,1262,7
wreaths,21871,4937,2
minimized,21870,29,1
wilmington,21870,3885,17
threshold,21869,391,1
humankind,21861,305,1
millionaires,21856,817,1
early days,21855,47,8
dissemination,21842,60,1
fingers,21818,2609,8
trusting,21815,466,3
escaping,21803,475,1
weaken,21785,863,1
constable,21763,1725,1
simplicity,21744,391,4
unwillingly,21740,11,1
five days,21737,48,2
planters,21733,3967,1
far east,21728,271,1
dominican republic,21728,1188,4
first time since,21726,0,1
parted,21705,1417,1
objection,21701,920,20
newfoundland,21699,3141,1
limiting,21687,1222,6
saloons,21674,2521,1
public works,21669,324,4
exploitation,21660,917,6
essence,21655,564,1
early age,21650,49,3
consolidation,21631,223,1
lockout,21629,2192,2
cortes,21628,2380,1
millard,21625,3047,1
pilgrims,21617,772,1
school teacher,21614,41,1
tabu,21594,1136,1
sensed,21581,1305,1
pueblo,21571,8424,3
winchester,21556,5662,1
gentlewoman,21555,576,1
solicitor,21538,310,1
magnificent,21538,512,2
presently,21528,4831,1
outskirts,21524,30,1
two decades,21521,10,1
monrovia,21502,1827,1
diners,21484,1670,1
would like,21483,79,34
deity,21479,3018,1
donating,21479,671,1
imputation,21471,1107,1
st matthew,21470,190,1
unite,21462,100769,9
two groups,21462,10,3
compliance,21452,262,2
amusement,21439,595,3
natives,21437,11249,2
replica,21437,363,1
curios,21426,1409,1
calcutta,21426,631,1
preclude,21424,648,1
injunctions,21407,176,1
consecration,21399,2900,3
paragraph,21393,83,7
manipulated,21375,65,1
complete list,21371,50,2
hint,21371,3367,1
straw,21370,1756,4
saar,21360,2558,1
genial,21337,3101,1
pregnancy,21311,720,5
banners,21311,2541,12
stabilize,21308,610,2
assign,21296,239,1
royal college,21291,456,4
noblest,21262,579,2
solidarity,21257,732,3
manu,21248,2890,1
correctly,21242,208,1
hayti,21239,1956,2
hendrie,21238,1669,1
passport,21233,1285,13
begin work,21220,2,1
garlands,21199,992,1
yeomen,21192,1512,1
inevitable,21191,80,2
persecution,21177,924,2
biennial,21174,397,11
marchers,21173,1101,1
precincts,21163,346,1
judiciary,21157,1619,1
slumber,21153,1241,1
inauguration,21130,530,5
mek,21129,6373,1
symphony orchestra,21119,860,1
prominently,21118,347,1
posterity,21104,1215,6
kindergartens,21061,120,1
adjustment,21057,227,3
hardly,21056,2561,3
vanity,21039,820,3
habits,21034,1149,5
offset,21025,375,1
temper,21015,1412,2
national committee,21006,442,4
interfere,20976,1522,7
bronx,20970,16240,1
communal,20955,6778,1
kindergarten,20950,122,6
nine years,20948,21,3
satire,20948,489,1
vigorous,20947,84,1
salt lake city,20945,358,2
waiter,20930,30444,2
industrialist,20907,301,1
diamonds,20905,4700,1
compensate,20903,132,2
kindness,20880,450,8
dived,20879,4773,1
drenched,20877,559,1
perfectly,20862,2190,1
go back,20854,99,8
dowry,20851,1145,1
madonna,20839,1625,1
johns hopkins university,20836,64,2
would never,20824,26,2
first set,20818,22,1
sermon,20814,901,4
incite,20808,846,1
fostered,20782,3186,2
drinks,20771,1698,1
positively,20755,957,1
apostles,20748,1249,1
different types,20717,10,1
heredity,20712,1715,1
assemblage,20707,189,1
sez,20705,19086,1
restraint,20701,134,2
excel,20697,413,1
undermines,20697,59,1
tastes,20695,934,1
epistle,20691,13409,1
objections,20690,175,6
golden age,20687,435,1
paraguay,20683,1895,1
dominance,20683,507,5
refusal,20661,323,13
predict,20659,4648,1
nobel prize,20642,292,1
squares,20638,8509,1
preface,20637,444,2
dusted,20633,1746,2
securities,20628,897,14
unionism,20623,2542,1
mrs r,20612,356,1
alarm,20603,1485,3
proponents,20602,10,7
cheaply,20598,519,1
one week,20597,41,9
philanthropy,20590,133,1
invalid,20577,461,2
charities,20550,923,6
apostle,20527,1499,1
national defense,20520,570,1
cometh,20487,1429,1
muttered,20484,385,1
fascism,20467,923,3
thou,20457,2587,1
shaken,20445,1671,1
rigid,20443,652,1
small number,20436,14,3
atlanta georgia,20420,128,1
abundance,20419,337,3
executive committee,20407,124,38
honduras,20397,3770,1
nursery,20393,2173,5
many times,20391,31,3
heartened,20374,146,1
one person,20372,32,4
tinkering,20351,663,1
abolition,20346,1206,26
wrath,20341,1334,4
york pa,20327,80,1
auburn,20324,2265,2
mclass,20319,22036,1
deficit,20313,852,6
disclose,20309,346,2
examining,20303,48,2
harlem,20302,2144,4
convener,20272,2024,1
young woman,20269,117,14
brooklyn new york,20267,116,1
vocational,20266,784,1
aristocracy,20261,150,4
one month,20252,22,1
havana,20249,1030,40
librarian,20247,2297,2
delights,20245,6559,1
pamphlet,20232,121,8
realization,20226,423,12
northern part,20219,14,1
rosario,20216,1292,1
four months,20210,8,1
past decade,20197,9,1
stamped,20190,921,2
foreign relations,20179,864,3
last night,20179,338,1
honolulu,20170,412,2
toilet,20167,1079,2
legislated,20163,135,2
unemployment,20151,1236,37
dared,20132,2077,5
precisely,20130,38,9
would come,20124,26,3
elevator,20120,2761,6
first part,20119,42,1
industrialists,20117,253,2
convenience,20113,666,6
urging,20107,4037,13
zurich,20106,2279,2
compensated,20092,67,2
sustain,20090,2042,3
allocation,20069,1214,1
haiti,20066,1610,9
utilizing,20055,6,2
profitable,20036,24,2
st elizabeths,20024,206,1
playgrounds,20022,280,1
yesterday,20012,542,9
delicacy,20001,292,1
general elections,19997,11869,1
salvation,19996,990,8
nonemployment,19995,220,1
large numbers,19988,43,9
hemisphere,19986,429,12
protector,19985,5714,1
colombo,19982,1129,1
international committee,19977,150,5
excuse,19962,924,15
playground,19961,298,2
immoral,19947,1641,3
fisherman,19942,1880,1
public policy,19932,414,2
delight,19929,917,9
pamphlets,19927,85,3
purity,19924,622,7
amusements,19881,581,2
nurseries,19874,83,2
auditing,19872,785,3
eligibility,19867,73,8
expenditure,19860,193,1
conquer,19852,3081,1
adherence,19852,163,12
twisted,19841,986,1
checked,19840,1312,2
multitudes,19837,36,3
expenditures,19833,193,3
nazis,19824,864,3
national gallery,19821,263,1
cruel,19818,1544,1
three years later,19816,1,1
disappointed,19794,23,4
zealous,19773,427,2
veins,19771,1559,3
sanction,19767,8237,1
grip,19736,2214,1
summoned,19736,185,3
epidemic,19727,839,1
answered,19727,598,18
corrupt,19724,279,1
classmates,19715,41,1
decay,19710,1028,1
would return,19704,1,1
bravely,19687,3113,1
alma mater,19670,73,3
associate professor,19666,8,1
passed away,19632,5,5
gossip,19630,1140,1
constantinople,19619,1760,3
left behind,19617,129,2
arisen,19614,1097,2
pursuers,19596,136,1
quentin,19550,930,1
slides,19542,2134,3
bring back,19540,78,1
outing,19535,1294,1
cave back,19532,56,1
antwerp,19503,1582,1
pilgrimage,19500,259,10
madras,19499,1357,1
quarreled,19498,109,1
probability,19495,617,1
teheran,19494,1255,1
definitely,19489,256,2
would see,19486,61,2
came back,19480,56,2
defendant,19480,845,5
cooperate,19472,2211,30
rehearsals,19455,94,1
mrs w,19445,345,3
united states government,19431,171,6
sweat,19430,5597,2
found guilty,19409,3,1
prescribed,19394,117,4
inequity,19394,2363,1
dragged,19385,499,3
southern part,19379,14,1
bizarre,19378,691,1
police department,19345,1144,2
mosaics,19332,1087,1
defendants,19330,282,4
medical school,19329,536,1
gratified,19328,97,1
laborers,19314,306,2
fascinating,19314,111,1
new journal,19304,84,1
majors,19293,11124,1
titee,19289,1995,1
suffrage,19282,1113,120
twilight,19275,1361,1
liaison,19274,606,1
mysteries,19268,1214,2
graceful,19260,447,2
annapolis,19256,447,7
entertaining,19255,68,4
lobbyist,19242,153,1
groat deal,19215,0,1
great deal,19212,0,46
third time,19206,21,4
godman,19205,2187,1
govern,19205,1310,1
first right,19205,156,1
tagged,19198,1091,1
thrill,19180,1124,1
wondering,19174,764,4
cooperated,19157,186,1
bravos,19149,2166,1
inheriting,19136,68,1
doomed,19126,871,1
copying,19110,1512,1
quaker,19106,2081,1
quincy,19088,1244,1
anyway,19078,453,2
dignity,19057,591,19
brakes,19047,1554,1
comply,19043,29743,9
telegrams,19039,1158,4
civil service,19035,456,24
coffin,19029,833,1
name like,19009,68,1
widowers,19007,234,2
substituting,18993,305,1
picketing,18961,747,4
chips,18939,3959,1
remedies,18933,382,1
bloc,18919,7494,1
let us,18895,219,1
astounding,18870,145,1
antagonism,18859,451,3
rev w,18836,520,1
disturbance,18830,205,1
conciliation,18794,412,2
folks,18786,7700,5
arts degree,18778,10,1
recruitment,18767,163,1
generously,18764,39,1
surveyed,18759,1858,1
butchery,18757,959,1
carvings,18752,695,1
evangelist,18747,1588,1
sympathetic,18743,117,1
consult,18738,4006,4
pickens,18733,1045,1
unsparing,18721,63,1
shippers,18700,750,1
freddie,18687,1849,1
delany,18687,1407,1
recital,18681,1894,2
particle,18675,3611,1
evinced,18634,920,1
endeavored,18631,76,6
somebody,18623,623,3
ere long,18572,2,1
sunday times,18520,119,1
methodist church,18519,1521,2
overlook,18518,424,2
us department,18515,80,1
amused,18512,592,1
reaffirmed,18511,16,2
dispose,18501,5820,4
rhyme,18481,921,2
josephine,18481,1173,2
concede,18472,4702,1
ugly,18465,803,2
creditable,18450,47,1
notified,18438,750,2
accumulation,18421,170,1
new home,18419,37,3
constancy,18415,3369,1
vacancy,18399,356,6
ratifying,18390,87,4
unjust,18383,4772,6
thee,18380,1175,10
great war,18378,323,1
atom,18370,967,1
heresy,18361,449,1
ornaments,18347,706,1
judging,18343,1838,1
would give,18338,15,6
american academy,18336,342,1
proclamation,18327,387,3
unstable,18319,2795,1
gangsters,18316,514,1
grateful,18309,346,7
could go,18293,157,3
banished,18292,469,1
weakness,18288,511,5
slaveholder,18278,116,1
escorted,18277,1332,1
home town,18275,125,2
gesture,18234,1432,1
red cross,18212,416,3
washington university,18204,294,1
innocence,18191,1278,3
untrained,18190,203,1
inmates,18173,624,2
uniting,18170,2443,2
marseilles,18160,885,3
bushes,18154,1836,1
large part,18145,2,7
unaccounted,18136,3,1
tangled,18126,1441,1
new life,18126,166,2
justified,18116,108,9
nickel,18110,1104,1
would say,18107,325,9
obviously,18100,58,1
rhymes,18100,753,1
prestige,18099,543,5
reasoning,18095,460,2
governing body,18071,29,9
crag,18065,6222,1
violating,18063,299,3
gillett,18047,1165,1
discourage,18043,254,2
discouraged,18037,10,3
advisibility,18019,128,1
arouse,18013,664,4
way back,18012,112,1
per hour,18010,44,2
general secretary,18001,127,13
soon became,17980,0,1
baltimore maryland,17978,258,2
lieutenant governor,17975,642,1
national guard,17974,713,1
chatham,17947,1152,2
nicaragua,17943,1271,2
looks like,17932,127,1
school board,17919,549,7
banquet,17916,1153,7
logical,17896,1784,1
mrs l,17888,370,2
transom,17886,790,1
notary,17881,1244,1
attain,17880,367,5
first night,17872,156,2
dreamers,17869,1267,1
sermons,17859,1697,1
picnic,17838,615,1
st louis missouri,17837,220,1
dresden,17833,1051,2
public affairs,17830,259,7
heroine,17823,498,3
morally,17812,654,3
committed suicide,17810,20,1
plunged,17808,766,3
water supply,17806,301,1
broun,17800,17226,1
prevailing,17788,57,1
apologies,17768,221,2
pigeon,17755,2516,1
modernization,17750,184,1
dinks,17723,1869,1
analyzing,17709,23,1
vigorously,17696,17,1
stomach,17695,311,1
ratified,17683,358,23
inclinations,17657,65,1
vacuum,17648,900,1
specify,17636,14758,2
underlined,17629,72,1
hatchways,17610,128,1
father died,17605,0,2
cons,17601,2718,1
entrusted,17600,101,4
blew,17581,2034,1
advisory board,17573,92,2
brotherhood,17566,805,10
formulated,17562,93,2
delighted,17561,682,5
scriptures,17558,420,1
family name,17558,444,1
prolonged,17556,86,1
puppy,17555,1155,1
meantime,17553,207,4
cigarette,17546,815,1
wuz,17544,1227,1
staircase,17525,265,1
dew,17517,51232,1
needle,17516,3014,2
desirable,17501,126,17
telegram,17494,1169,16
ever seen,17490,48,5
make sure,17488,15,2
thrifty,17486,1593,1
compulsory,17483,161,2
taken place,17472,9,9
dignified,17467,36,1
disappointment,17466,68,1
amend,17449,858,17
articulate,17445,436,1
strengthening,17444,65,2
laundry,17442,963,2
wilkes,17440,1295,1
neglect,17401,1286,11
british museum,17381,176,1
illuminated,17377,308,1
educational institution,17377,335,3
inlets,17373,1024,1
strongholds,17371,100,1
old town,17358,578,1
disposition,17346,291,8
prejudiced,17337,184,3
prejudices,17337,184,7
prejudice,17329,187,32
crucible,17328,245,1
fetched,17327,1865,1
international law,17309,361,68
fifty years,17289,34,3
subdued,17287,24,1
